,furnitured,residential site,heating_system,number_floors,Title,number_rooms,net_area,price,ad_date,district,number_bathroom,county,id,Deposit,building_age,floor_wthn_bldng,total_area
118,Evet,Hayır,Klima,4,HAMAM SAUNA KAPALI YÜZME HAVUZLU SİTEDE KİRALIK 2+1 DAİRE,2+1,85.0,1750 TL,06 Şubat 2019,Merkez,1,Konyaaltı,657394373,Belirtilmemiş,2,2,90
119,Evet,,Doğalgaz (Kombi),4,Eşyali Hurma site icinde havuzlu 2+1,2+1,85.0,1750 TL,05 Şubat 2019,Merkez,1,Konyaaltı,656956283,2.000,2,3,95
120,Hayır,Evet,Yok,7,SAHİBİNDEN 3+1 KİRALIK,3+1,110.0,800 TL,05 Şubat 2019,Sutculer,Yok,Kepez,656889342,Belirtilmemiş,1,7,120
121,Hayır,,Klima,3,ALTINTAŞ'TA ELİT SİTEDE İÇİ DIŞI KOMPLE YENİLENMİŞ 5+1 DUBLEKS,5+1,,1500 TL,05 Şubat 2019,Aksu,2,Aksu,623080805,Belirtilmemiş,11-15 arası,3,190
122,Hayır,Evet,Klima,8,HAVUZLU GÜVENLİKLİ SİTE İÇİNDE TEMİZ 3+1 DOĞALGAZLI DENİZ MANZ,3+1,160.0,3600 TL,05 Şubat 2019,Lara,2,Muratpasa,656954399,Belirtilmemiş,11-15 arası,2,175
123,Hayır,Hayır,Klima,3,Etiler Mahallesinde kiralık 2+1 daire,2+1,125.0,900 TL,05 Şubat 2019,Eskisanayi,1,Muratpasa,656907380,1.000,5-10 arası,Bahçe Katı,135
124,Hayır,Hayır,Doğalgaz Sobası,3,SAHİBİNDEN KİRALIK DAİRE 2+1 AYRI MUTFAK,2+1,95.0,650 TL,05 Şubat 2019,Sutculer,1,Kepez,656907177,650,4,Yüksek Giriş,95
125,Hayır,Hayır,Klima,7,HURMADA ANA CADDE ÜZERİ KATTA AYRI MUTFAKLI KİRALIK 3+1 DAİRE,3+1,130.0,1100 TL,05 Şubat 2019,Merkez,1,Konyaaltı,656950687,1.100,11-15 arası,1,140
126,Hayır,Hayır,Yok,5,Akkuyu giris kat,2+1,100.0,900 TL,05 Şubat 2019,Arapsuyu,1,Konyaaltı,656829572,Belirtilmemiş,11-15 arası,Bahçe Katı,100
127,Evet,Hayır,Klima,4,SAHİBİNDEN MEYDAN KAVŞAĞINDA GENİŞ 2 ODA 1 MUTFAK EŞYALI DAİRE,1+1,75.0,1200 TL,05 Şubat 2019,Kızıltoprak,1,Muratpasa,637925427,Belirtilmemiş,5-10 arası,1,80
128,Evet,Hayır,Klima,5,Ful eşyalı kiralık,2+1,70.0,1000 TL,05 Şubat 2019,Yeniemek,1,Kepez,656903747,1,5-10 arası,2,75
129,Evet,Hayır,Klima,4,Kiralık eşyalı daire,1+1,60.0,1100 TL,05 Şubat 2019,Alanya,1,Alanya,656898877,1.000,11-15 arası,Kot 2,60
130,Hayır,Hayır,Doğalgaz (Kombi),5,KÜLTÜRDE DOGALGAZLI GÜNISILI 3+1 GENİŞ KULLANIŞLI DAİRE,3+1,155.0,1200 TL,05 Şubat 2019,Ahatlı,2,Kepez,656886273,1.200,5-10 arası,1,160
131,Hayır,Hayır,Yok,4,HAKAN GAYRİMENKULDEN KULLANIŞLI DAİRE,2+1,90.0,1250 TL,06 Şubat 2019,Lara,1,Muratpasa,657348474,1.250,5-10 arası,1,100
132,Hayır,Hayır,Klima,8,Alanya tosmur kiralık 2+1 daire,2+1,100.0,700 TL,05 Şubat 2019,Beldeler,1,Alanya,626429082,750,5-10 arası,7,110
133,Hayır,Hayır,Soba,3,Aşagı hisar mah'de kiralik daire3+1,3+1,,750 TL,05 Şubat 2019,Manavgat,1,Manavgat,593582479,Belirtilmemiş,21-25 arası,Kot 2,130
134,Hayır,Hayır,Klima,4,DOĞALGAZLI ASANSÖRLÜ PANJURLU DEPOZİTOSUZ ARAKAT PARK MANZARALI,2+1,100.0,1000 TL,05 Şubat 2019,Ahatlı,1,Kepez,656910848,Belirtilmemiş,3,2,110
135,Hayır,Hayır,Klima,6,GÖKSU KİRALIK SIFIR DAİRE 800,2+1,95.0,850 TL,06 Şubat 2019,Dudenbası,1,Kepez,620640964,Belirtilmemiş,0,4,100
136,Evet,Hayır,Klima,4,"IŞIKLAR SİNAN MAHALLESİNDE, 2+1, 90m², LÜKS EŞYALI KİRALIK DAİRE",2+1,86.0,1600 TL,05 Şubat 2019,Genclik,1,Muratpasa,611786954,Belirtilmemiş,3,1,90
137,Hayır,Hayır,Yok,3,AHATLI DİŞ HASTAHANESİ YAKINI ÖĞRENCİYE BEKARA KİRALIK EŞYALI,2+1,80.0,950 TL,06 Şubat 2019,Duraliler,1,Kepez,644222472,950,4,Yüksek Giriş,100
138,Hayır,Hayır,Yok,4,world emlaktan kiralık daire,6+1,150.0,800 TL,05 Şubat 2019,Sutculer,2,Kepez,656902541,Belirtilmemiş,2,4,200
139,Evet,Hayır,Klima,4,LİMAN DA FULL EŞYALI 120m2 - 2+1 TERS DUBLEKS,2+1,110.0,1400 TL,05 Şubat 2019,Arapsuyu,1,Konyaaltı,656892422,1.400,5-10 arası,Bahçe Katı,120
140,Evet,Hayır,Klima,4,ÜÇGEN MAH. de FULL EŞYALI ARA KAT 2+1 DAİREMİZ KİRALIKTIR,2+1,99.0,1150 TL,05 Şubat 2019,Carsı,1,Muratpasa,641489412,1.150,26-30 arası,2,107
141,Hayır,Hayır,Yok,5,Cadde Üstü Kiralık 1+1 Daire AİDAT DAHİL 625 TL,1.5+1,65.0,625 TL,06 Şubat 2019,Yenigun,1,Muratpasa,657330129,Belirtilmemiş,5-10 arası,4,75
142,Hayır,Hayır,Klima,3,Aksu Macunda 2+1 100m2 sıfır kiralık daire,2+1,96.0,650 TL,05 Şubat 2019,Aksu,1,Aksu,656875327,650,0,Yüksek Giriş,100
143,Hayır,Hayır,Klima,4,FEVZİ CAKMAK TA AYRI MUTFAKLI 2+1 SIFIR DAİRE (İLK SİZ OTURUN),2+1,90.0,700 TL,06 Şubat 2019,Varsak,1,Kepez,631162329,Belirtilmemiş,0,3,110
144,Hayır,,Klima,12,Gebizli Mahallesinde Site İçerisinde 3+1 Daire,3+1,120.0,850 TL,06 Şubat 2019,Kızıltoprak,1,Muratpasa,623454188,Belirtilmemiş,21-25 arası,7,135
145,Hayır,Hayır,Doğalgaz Sobası,4,KÜLTÜR MAH. DOĞALGAZLI KİRALIK DAİRE,3+1,150.0,1200 TL,05 Şubat 2019,Ahatlı,2,Kepez,656893716,1.200,11-15 arası,1,150
146,Evet,Hayır,Klima,4,**KONUKSEVER DE DEPOLU EŞYALI KİRALIK DAİRE MARKANTALYA AVM 5 DK,2+1,115.0,1000 TL,06 Şubat 2019,Eskisanayi,1,Muratpasa,657323504,1.000,4,4,115
147,Evet,Hayır,Klima,2,Örnekköyde Kiralık 2+1 Eşyalı Daire.,2+1,125.0,1750 TL,05 Şubat 2019,Lara,1,Muratpasa,633564620,Belirtilmemiş,5-10 arası,1,135
148,Belirtilmemiş,Hayır,Klima,3,Terracity arkasında katta 1+1,1+1,55.0,850 TL,05 Şubat 2019,Fener,1,Muratpasa,656887405,850,5-10 arası,2,55
149,Hayır,Hayır,Klima,3,EDANUR EMLAKTAN ŞELALE MAHALLESİNDE 1+1 SIFIR KİRALIK DAİRE,1+1,70.0,600 TL,06 Şubat 2019,Manavgat,1,Manavgat,657324352,Belirtilmemiş,0,Giriş Katı,70
150,Hayır,Hayır,Yok,3,2+1 AYRI MUTFAK ARA KAT KİRALIK DAİRE,2+1,85.0,700 TL,05 Şubat 2019,Kızıltoprak,1,Muratpasa,656885878,700,0,2,90
151,Hayır,Hayır,Güneş Enerjisi,3,AHATLIDA KIRALIK ULUSOY CAD.NE 250M KATTA ANKASTRELI 2+1 850TL,2+1,90.0,850 TL,05 Şubat 2019,Ahatlı,1,Kepez,656882001,850,4,1,100
152,Hayır,Evet,Klima,2,"Sahibinden 1+1 rezidans, lüks, denize 100 m",1+1,60.0,1700 TL,05 Şubat 2019,Arapsuyu,1,Konyaaltı,656865982,2.000,4,1,65
153,Evet,Hayır,Klima,3,AYDINEVLER MAHALLESİNDE FULL+FULL EŞYALI KİRALIK DAİRE,2+1,100.0,1650 TL,05 Şubat 2019,Manavgat,2,Manavgat,656860187,Belirtilmemiş,11-15 arası,Kot 2,100
154,Evet,Evet,Klima,4,HURMA'DA 1+1 SİTE İÇERİSİNDE EŞYALI DAİRE,1+1,60.0,1350 TL,06 Şubat 2019,Merkez,1,Konyaaltı,600444159,Belirtilmemiş,1,2,85
155,Hayır,Hayır,Yok,8,UNCALI 1+1 SİTE İÇİ KONAKLARDA GECE GÜVENLİK AÇIK MUTF,1+1,50.0,750 TL,06 Şubat 2019,Arapsuyu,1,Konyaaltı,581599650,750,5-10 arası,Yüksek Giriş,55
156,Hayır,Hayır,Klima,4,"MANAVGAT ŞELALE MAH. ASANSÖRLÜ, KAPALI GARAJLI 3+1 KİRALIK DAİRE",3+1,125.0,1050 TL,05 Şubat 2019,Manavgat,1,Manavgat,656869460,1.050,0,3,145
157,Hayır,Hayır,Klima,4,***GÖRDÜĞÜNÜZDE BAYILACAKSI­NIZ...YENİ EVLİLERE İDEAL****,2+1,105.0,665 TL,05 Şubat 2019,Sutculer,1,Kepez,656868575,650,1,Yüksek Giriş,115
158,Evet,Evet,Klima,1,LARA GÜZELOBA DA 1+1 HAVUZ BAŞI FULL EŞYALI SIFIR DAİRE,1+1,65.0,1400 TL,06 Şubat 2019,Lara,1,Muratpasa,609540304,Belirtilmemiş,0,Yüksek Giriş,70
159,Hayır,Hayır,Klima,8,Gullukte 2+1 sıfır ayarında 1200₺,2+1,95.0,1200 TL,06 Şubat 2019,Bahcelievler,1,Muratpasa,657290344,1.200,4,4,100
160,Hayır,Evet,Klima,7,MANZARALI GÜNISILI KİRALIK 3+1,3+1,140.0,550 TL,05 Şubat 2019,Varsak,1,Kepez,643524416,Belirtilmemiş,21-25 arası,6,140
161,Hayır,Hayır,Doğalgaz (Kombi),4,ALYANS GAYRİMENKUL DEN DOĞALGAZI AKTİF KAÇMAZZZ..,2+1,90.0,1200 TL,05 Şubat 2019,Arapsuyu,1,Konyaaltı,656853533,1.200,4,3,95
162,Hayır,Evet,Klima,4,KONYAALTI HURMA MERKEZİNDE SİTE İÇİ 1+1 YÜKSEK GİRİŞ,1+1,55.0,1000 TL,06 Şubat 2019,Merkez,1,Konyaaltı,657275516,1.000,4,Yüksek Giriş,60
163,Hayır,Hayır,Doğalgaz (Kombi),6,gedik te kaymakam konağı karşısı kiralık sıfır daire,3+1,135.0,850 TL,05 Şubat 2019,Serik,1,Serik,656842628,850,0,6,150
164,Hayır,Hayır,Yok,5,CADDE ÜSTÜ ARA KAT KİRALIK 1+1 DAİRE AİDAT DAHİL 625 TL,1+1,65.0,625 TL,06 Şubat 2019,Yenigun,1,Muratpasa,657277622,Belirtilmemiş,5-10 arası,4,75
165,Hayır,Hayır,Klima,3,ANTALYA KEPEZ AHATLIDA KİRALIK 3+1 DAİRE NO.17349,3+1,120.0,900 TL,06 Şubat 2019,Ahatlı,1,Kepez,657277590,Belirtilmemiş,3,3,120
166,Hayır,Hayır,Klima,4,Laura İsmet Gökşen Temiz 3+1 Cadde Üzeri,3+1,140.0,1900 TL,05 Şubat 2019,Fener,2,Muratpasa,656814175,1.800,26-30 arası,1,150
167,Evet,Hayır,Klima,3,"üniversiteye 3 dk sıfır bina sıfır eşyalı 1+1 , 2+0 daireler",2+0,,1200 TL,06 Şubat 2019,Ahatlı,1,Kepez,601807665,Belirtilmemiş,0,2,60
168,Hayır,Hayır,Klima,4,MEHMET AKİF MAHALLESİ SÜTÇÜLER`DE KİRALIK 3+1 DAİRE,3+1,130.0,800 TL,06 Şubat 2019,Sutculer,2,Kepez,657264889,800,0,1,150
169,Hayır,Hayır,Klima,3,KONUKSEVERDE PAZARA VE ANAYOLA YAKIN KİRALIK 3+1,3+1,115.0,700 TL,05 Şubat 2019,Eskisanayi,1,Muratpasa,656840133,800,16-20 arası,3,120
170,Hayır,Hayır,Klima,4,ÇANKAYA MASADAĞI CADDE ÜZERİ SIFIR KİRALIK DAİRE 850 TL,3+1,130.0,850 TL,06 Şubat 2019,Erenkoy,1,Kepez,657266048,850,0,1,140
171,Evet,Hayır,Klima,4,KLEOPATRA DA DENİZE BİRKAÇ ADIM MESAFE EŞYALI KİRALIK DAİRE,2+1,105.0,1500 TL,05 Şubat 2019,Alanya,1,Alanya,622717586,Belirtilmemiş,16-20 arası,4,110
172,Hayır,Hayır,Soba,4,Fevziçakmak mahallesinde 120 metre kiralık kiriş kat,2+1,120.0,600 TL,05 Şubat 2019,Varsak,1,Kepez,656838018,Belirtilmemiş,0,Giriş Katı,125
173,Hayır,Hayır,Klima,2,2+1 genis sifir daire,2+1,85.0,700 TL,05 Şubat 2019,Sutculer,1,Kepez,656506001,700,0,Kot 1,95
174,Hayır,Evet,Yok,9,3+1 Havuzlu Güvenlikli Ferah Geniş Arakat Daire,3+1,160.0,1850 TL,06 Şubat 2019,Arapsuyu,1,Konyaaltı,657265756,Belirtilmemiş,5-10 arası,3,170
175,Hayır,Hayır,Klima,11,Mahmutlar da lüks kiralık 2+1 daire 1000 ₺.,2+1,90.0,1000 TL,05 Şubat 2019,Alanya,1,Alanya,624599422,Belirtilmemiş,0,4,95
176,Hayır,Hayır,Doğalgaz (Kombi),4,ÖZIŞIK GROUP'DAN MERKEZ MEYDAN KAVAĞIN DA KİRALIK 3+1 DAİRE,3+1,150.0,2100 TL,05 Şubat 2019,Guzeloluk,2,Muratpasa,656830029,2.000,11-15 arası,4,170
177,Hayır,Hayır,Klima,8,ARAPSUYU MAHALLESİ ERDEM OTEL ARKASI 130 M2 - 2+1 ARAKAT DAİRE,2+1,110.0,1750 TL,06 Şubat 2019,Arapsuyu,2,Konyaaltı,657261329,1.750,16-20 arası,6,130
178,Hayır,Evet,Klima,3,kütükçü mah.tahtakale karşısı site içerisinde kiralık 2+1 zemin,2+1,90.0,700 TL,06 Şubat 2019,Erenkoy,1,Kepez,633807413,Belirtilmemiş,0,Zemin Kat,100
179,Hayır,Hayır,Yok,3,MARK ANT.5DK ETİLER MH.MEVLANA ÇORBACISI ARKASI BEKARA KİRALIK,1+1,90.0,750 TL,06 Şubat 2019,Eskisanayi,1,Muratpasa,643730442,750,2,Yüksek Giriş,95
180,Hayır,Hayır,Klima,4,sahibinden kiralik 2+1 daire ARAKAT,2+1,85.0,800 TL,05 Şubat 2019,Dokuma,1,Kepez,656747692,800,16-20 arası,3,100
181,Belirtilmemiş,Hayır,Klima,5,MEMUREVLERİN DE KİRALIK 4+1 DAİRE,4+1,155.0,850 TL,05 Şubat 2019,Bahcelievler,1,Muratpasa,656808050,Belirtilmemiş,26-30 arası,5,185
182,Hayır,Evet,Merkezi,11,KİRALIK 3+1,3+1,150.0,2500 TL,06 Şubat 2019,Fener,2,Muratpasa,657229818,Belirtilmemiş,16-20 arası,1,160
183,Evet,Hayır,Klima,4,ANTALYA MEYDANKAVAĞI 12 NCİ CADDE KİRALIK EŞYALI 2+1 DAİRE,2+1,70.0,1500 TL,06 Şubat 2019,Guzeloluk,1,Muratpasa,657218921,2.000,5-10 arası,Yüksek Giriş,90
184,Evet,Evet,Klima,10,LİFE GAYRİMENKULDEN HAMAM SAUNALI 1+1 LÜKS EŞYALI DAİRE,1+1,65.0,1300 TL,06 Şubat 2019,Arapsuyu,1,Konyaaltı,657225078,1.300,4,Yüksek Giriş,70
185,Evet,,Klima,4,TEMİZ FULL EŞYALI LÜKS HAVUZLU SİTEDE 2+1 DAİRE K.KART İLE ÖDEME,2+1,75.0,1500 TL,06 Şubat 2019,Merkez,1,Konyaaltı,657218949,Belirtilmemiş,0,2,85
186,Hayır,Hayır,Soba,3,BAYSAL EMLAKTAN AYANOĞLU MAHALLESİNDE KİRALIK 2+1 SIFIR DAİRE,2+1,100.0,600 TL,06 Şubat 2019,Varsak,1,Kepez,657224618,Belirtilmemiş,0,2,110
187,Hayır,Hayır,Klima,3,ANTALYA KEPEZ DEVLET HAST. KARŞISI ASANSÖRLÜ 2+1 KİRALIK DAİRE,2+1,95.0,650 TL,05 Şubat 2019,Sutculer,1,Kepez,643317834,Belirtilmemiş,0,1,100
188,Evet,Evet,Klima,2,ÜNALOĞLUNDAN GÜZELOBA RAUF DENKTAŞTA 2+1 EŞYALI HAVUZLU SİTEDE,2+1,80.0,1600 TL,06 Şubat 2019,Lara,1,Muratpasa,657215782,Belirtilmemiş,5-10 arası,2,85
189,Evet,Hayır,Klima,3,KÜLTÜRDE ÜNİ.YE 3 DAKİKA KATTA SADECE KIZ ÖĞRENCİYE 3+0 EŞYALI,2+1,85.0,1350 TL,05 Şubat 2019,Ahatlı,1,Kepez,656782579,Belirtilmemiş,5-10 arası,2,85
190,Hayır,Hayır,Klima,4,"KÜLTÜRDE AVM VE ÜNİYE YÜRÜME MESAFESİND KATTA, BALKONLU 2+1",2+1,95.0,1000 TL,06 Şubat 2019,Ahatlı,1,Kepez,657215512,1.000,4,1,105
191,Hayır,Hayır,Klima,3,"R.DENKTAŞ BULV.ÜSTÜNDE KATTA 1+1 ,PARK MANZARALI 05.03 boşalacak",1+1,70.0,1400 TL,06 Şubat 2019,Lara,1,Muratpasa,546264352,Belirtilmemiş,0,2,80
192,Hayır,Hayır,Klima,4,HAKTAN EMLAK DAN KIZILARIK DA 3+1 135M2 TERTEMİZ KİRALIK DAİRE,3+1,120.0,850 TL,05 Şubat 2019,Yenigun,1,Muratpasa,656764275,Belirtilmemiş,5-10 arası,1,135
193,Hayır,Hayır,Klima,6,ANTLYA KONYAALTI ÖGRETMENEVLERİ MAH cahitünver okulunun yanı,2+1,80.0,1000 TL,06 Şubat 2019,Arapsuyu,1,Konyaaltı,657202166,1.000,11-15 arası,Yüksek Giriş,90
194,Evet,Hayır,Klima,4,KONYAALTI HURMADA 120m2 3+1 FUL EŞYALI HAVUZLU TERS DUBLEX DAİRE,3+1,120.0,1500 TL,06 Şubat 2019,Merkez,2,Konyaaltı,657197814,Belirtilmemiş,4,Yüksek Giriş,140
195,Belirtilmemiş,Hayır,Yok,7,Kızıltoprak mahallesi kiralık 2+1 giriş kat daire,2+1,80.0,750 TL,05 Şubat 2019,Kızıltoprak,1,Muratpasa,656746452,Belirtilmemiş,5-10 arası,Giriş Katı,80
196,Hayır,Hayır,Klima,4,KONYAALTI HURMA DA HAVUZLU TEK BLOK 2+1 KİRALIK OKULA YAKIN,2+1,90.0,950 TL,05 Şubat 2019,Merkez,1,Konyaaltı,656750624,950,1,1,100
197,Hayır,Hayır,Klima,3,Gültepe Mahallesinde Okul ve Cami Yakınında Kiralık 3+1 Daire,3+1,,600 TL,05 Şubat 2019,Koyler,1,Manavgat,561445366,Belirtilmemiş,5-10 arası,3,120
198,Evet,Hayır,Klima,2,GALERİDEN GÜZELOBADA KATTA 2+1 EŞYALI DAİRE,2+1,90.0,1500 TL,06 Şubat 2019,Lara,1,Muratpasa,657182832,Belirtilmemiş,4,1,90
199,Evet,Hayır,Klima,4,GÜLVEREN MAHALLESİNDE 1+1 EŞYALI DAİREMİZ KİRALIKTIR,1+1,65.0,800 TL,05 Şubat 2019,Duraliler,1,Kepez,656736089,700,4,Yüksek Giriş,70
200,Hayır,Evet,Klima,4,YALI CADDESİNDE GÜVENLİKLİ HAVUZLU SİTEDE 2+1 KİRALIK DAİRE,2+1,110.0,1600 TL,06 Şubat 2019,Lara,1,Muratpasa,657176446,1.600,5-10 arası,4,120
201,Evet,Hayır,Klima,4,KEPEZ YEŞİLYURT MEVKİNDE EŞYALI 2+1 KİRALIK DAİRE,2+1,80.0,1050 TL,05 Şubat 2019,Duraliler,1,Kepez,656720495,1.050,5-10 arası,Yüksek Giriş,90
202,Evet,Hayır,Doğalgaz (Kombi),4,LİMANDA KİRALIK DOĞAL GAZLI MOBİLYALI ARA KAT 2+1 DAİRE,2+1,75.0,2100 TL,06 Şubat 2019,Arapsuyu,2,Konyaaltı,657177501,2.000,4,2,100
203,Evet,Evet,Yerden Isıtma,3,Güzeloba Özellikli Sitede Lüks Eşyalı Kiralık 2+1,2+1,85.0,3500 TL,06 Şubat 2019,Lara,1,Muratpasa,616888445,Belirtilmemiş,0,Bahçe Katı,90
204,Evet,,Klima,4,HURMADA SİTE İÇİ EŞYALI KİRALIK DAİRE1+1,1+1,,1300 TL,05 Şubat 2019,Merkez,1,Konyaaltı,615366544,Belirtilmemiş,4,Çatı Katı,65
205,Hayır,Evet,Klima,2,GÜZELOBADA HAVUZLU 7/24 GÜV K OTOPARKLI GİRİŞ KATTA 2+1 DAİRE,2+1,85.0,1400 TL,05 Şubat 2019,Lara,1,Muratpasa,656717433,1.400,3,Yüksek Giriş,90
206,Hayır,Evet,Klima,5,ÇAĞLAYAN BAHÇEŞEHİR KOLEJ YAKINI SÜPER 3+1 AYRI MUTFK 1500tl,3+1,140.0,1500 TL,06 Şubat 2019,Lara,2,Muratpasa,657164679,1.500,5-10 arası,3,145
207,Evet,Hayır,Klima,3,KONYAALTI PLAJINA 300 METRE YENİ FULL EŞYALI KİRALIK 2+1 DAİRE,2+1,64.0,2400 TL,05 Şubat 2019,Arapsuyu,1,Konyaaltı,557923104,Belirtilmemiş,0,Kot 2,72
208,Hayır,Hayır,Kat Kaloriferi,3,sahibinden kiralık 3+1LUKS DAIRE,3+1,130.0,750 TL,05 Şubat 2019,Varsak,2,Kepez,655348997,Belirtilmemiş,0,1,130
209,Hayır,Hayır,Doğalgaz (Kombi),3,KONYAALTI UNCALI DA LUX YENİ SİTEDE KİRALIK 4+1 BAHÇE DUBLEX,4+1,225.0,3500 TL,06 Şubat 2019,Arapsuyu,3,Konyaaltı,488912062,Belirtilmemiş,0,Bahçe Katı,240
210,Evet,Evet,Klima,1,SEDA AFYONCUDAN KUNDU OTELLER BÖLGESİ BAŞLANGICINDA HAVUZLU 1+1,1+1,45.0,1200 TL,06 Şubat 2019,Lara,1,Muratpasa,657150050,1.200,2,Yüksek Giriş,55
211,Hayır,Hayır,Klima,6,"GENÇLİK MAH. RAMADA OTEL KARŞISI, 2+1,120 M2, KİRALIK DAİRE",2+1,110.0,1300 TL,06 Şubat 2019,Genclik,1,Muratpasa,657146904,1.300,26-30 arası,1,120
212,Hayır,Hayır,Doğalgaz (Kombi),4,DOKUMA ULUS MH GAZİ BUL MEVKİ KATTA KİRALIK DOĞALGAZLI 3+1 DAİRE,3+1,115.0,850 TL,05 Şubat 2019,Dokuma,1,Kepez,656690242,Belirtilmemiş,21-25 arası,3,130
213,Hayır,Hayır,Klima,8,UNCALI 2M MİGROS KARŞISI HAVUZLU 4+1 200 m2 1750 TL,4+1,200.0,1750 TL,06 Şubat 2019,Arapsuyu,2,Konyaaltı,657142521,1.750,2,3,230
214,Hayır,Hayır,Klima,3,ALANYA OBA GÖL BÖLGESİNDE KİRALIK DAİRE,2+1,115.0,1000 TL,06 Şubat 2019,Beldeler,1,Alanya,657137260,Belirtilmemiş,11-15 arası,3,120
215,Evet,Hayır,Klima,3,Meslek Yuksek Okulu karsisinda ahibinden kiralık eşyalı,2+1,90.0,1500 TL,05 Şubat 2019,Meltem,2,Muratpasa,656459931,1.500,5-10 arası,2,100
216,Hayır,Evet,Yerden Isıtma,9,DENİZ MANZARALI KİRALIK SIFIR DAİRE,3+1,150.0,5500 TL,06 Şubat 2019,Lara,2,Muratpasa,633518312,Belirtilmemiş,0,7,150
217,Evet,Hayır,Klima,5,SAHİBİNDEN.OKULA 5 DAKİKA 1+1 EŞYALI LÜX DAİRE,1+1,35.0,1200 TL,05 Şubat 2019,Ahatlı,1,Kepez,623610411,Belirtilmemiş,1,2,40
218,Evet,Hayır,Doğalgaz (Kombi),15,UKRAYNA ODESSA ARKADİYA DA GÜVENLİKLİ LÜX SİTE DE TATLI DAİRE,1+1,70.0,2590 TL,05 Şubat 2019,Lara,1,Muratpasa,656530543,0,1,12,80
219,Evet,Hayır,Klima,4,kültürde eşyali- esyasiz 1+1,1+1,55.0,900 TL,04 Şubat 2019,Ahatlı,1,Kepez,656503341,900,1,1,70
220,Hayır,Hayır,Klima,5,HASTANE YAKINI KİRALIK GENİŞ GİRİŞ DAİRE,2+1,100.0,650 TL,04 Şubat 2019,Sutculer,1,Kepez,656509902,650,2,Yüksek Giriş,115
221,Hayır,,Klima,4,SARISUDA 3 BLOKLU SİTEDE 1+1 GİRİŞ KAT KİRALIK BOŞ DAİRE,1+1,58.0,750 TL,05 Şubat 2019,Arapsuyu,1,Konyaaltı,656967476,800,5-10 arası,Giriş Katı,65
222,Hayır,,Klima,10,MAHMUTLARDA KİRALIK 2+1 ULTRA LÜX DAİRELER,2+1,120.0,1000 TL,04 Şubat 2019,Alanya,2,Alanya,656482898,1.000,0,9,135
223,Hayır,Hayır,Yok,5,Yeni mahallede kiralık 3+1 sıfır daire,3+1,150.0,1000 TL,04 Şubat 2019,Finike,1,Finike,639474777,Belirtilmemiş,0,5,150
224,Hayır,Hayır,Klima,3,M.AKİF ERSOY MAH. 2+1 90M2 ASANSÖRLÜ GÜNISILI ARA KAT DAİRE,2+1,75.0,700 TL,05 Şubat 2019,Sutculer,1,Kepez,656949527,700,4,2,90
225,Hayır,Hayır,Doğalgaz (Kombi),4,KONYAALTI UNCLI KONAKLARIDA 3+1 ULTRA LÜX,3+1,170.0,3500 TL,05 Şubat 2019,Arapsuyu,2,Konyaaltı,643787688,Belirtilmemiş,0,2,190
226,Hayır,Evet,Klima,10,3+1 165 m2,3+1,165.0,1100 TL,06 Şubat 2019,Arapsuyu,2,Konyaaltı,138694737,Belirtilmemiş,11-15 arası,9,165
227,Evet,,Klima,9,Site içersinde full eşyalı lüks eşyalı,1+1,60.0,1000 TL,05 Şubat 2019,Arapsuyu,1,Konyaaltı,656933030,1.000,3,5,65
228,Evet,Hayır,Klima,3,Eşyalı sahibinden kiralık daire dubleksin çatı katı,1+1,80.0,1250 TL,06 Şubat 2019,Fener,1,Muratpasa,550455752,Belirtilmemiş,5-10 arası,Kot 3,80
229,Hayır,Hayır,Klima,3,MUHTEŞEM AYARDA 3+1 130m 2.KATTA KIRALIK DAIRE,3+1,120.0,850 TL,04 Şubat 2019,Sutculer,1,Kepez,614511886,Belirtilmemiş,0,2,130
230,Hayır,Hayır,Klima,6,12.CAD.MEYDAN KAVAĞI KİRALIK,2+1,95.0,900 TL,06 Şubat 2019,Guzeloluk,1,Muratpasa,657347445,900,11-15 arası,Yüksek Giriş,100
231,Belirtilmemiş,Hayır,Klima,3,Sahibinden Depozitosuz Komisyonsuz 2+1 full eşyalı.,2+1,90.0,1500 TL,04 Şubat 2019,Dokuma,1,Kepez,656414384,Belirtilmemiş,4,2,100
232,Hayır,Hayır,Yok,3,KIŞLA MH. GÜLLÜK CD. YAKINI 3+1GENİŞ VE KULLANIŞLI DAİRE KİRALIK,3+1,145.0,1200 TL,05 Şubat 2019,Carsı,1,Muratpasa,640460370,1.200,16-20 arası,1,160
233,Hayır,Hayır,Klima,3,AHATLI'da 4 Cephesi Açık KÖŞE BAŞI 2 Balkonlu Geniş KİRALIK 3+1,3+1,120.0,850 TL,05 Şubat 2019,Ahatlı,1,Kepez,656883430,Belirtilmemiş,4,Yüksek Giriş,130
234,Evet,Hayır,Klima,5,KÜLTÜR DE TEMİZ 2+1 ESYALI,2+1,95.0,1200 TL,04 Şubat 2019,Ahatlı,1,Kepez,656417304,1.200,2,2,100
235,Hayır,Hayır,Klima,5,ALATURKA EMLAKTAN LIMAN MAH 170M2 DUBLEX,2+2,170.0,950 TL,05 Şubat 2019,Arapsuyu,2,Konyaaltı,656883432,950,5-10 arası,4,190
